Labels,Text,Text_Tag
5,Georgia has recovered more than $60 million that was lost to Medicaid fraud,medicaid
5,You have to get a license to fish on our beaches.,"government-regulation,recreation"
5,"In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!","elections,florida-amendments,redistricting"
5,McCain has switched to Obama's position on more troops to Afghanistan.,foreign-policy
5,"In the past three years, weve added enough new oil and gas pipeline to circle the Earth and then some.","climate-change,energy,gas-prices"
5,"Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.",iraq
5,"When President Barack Obama said ISIS, or ISIL, was contained, he was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.",terrorism
5,Two years after the worst recession most of us have ever known ... corporate profits are up.,"corporations,economy"
5,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.","message-machine-2012,taxes"
5,There is already a mosque four blocks away.,"homeland-security,religion"
5,Northern Virginia is the most heavily trafficked place in the country.,transportation
5,"A fairly limited number of people, 25 million to 30 million, will be allowed to access a national health insurance exchange.",health-care
5,Its been 17 years that weve had unemployment higher than the national average in Oregon.,"economy,jobs"
5,"In 2010, Mr. [Anthony] Gemma described himself as a pro-life candidate. Now, he claims to be pro-choice.","abortion,candidates-biography,health-care,legal-issues,women"
5,Theres not one Democrat who endorses the Romney-Ryan Medicare plan.,"bipartisanship,debates,medicare"
5,The United States death rate is two-and-a-half times higher for those who do not have a high school education.,"education,health-care"
5,Nearly 40 percent of his McAllen-area constituents suffer from obesity.,"poverty,public-health"
5,"Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost.",health-care
5,We arent the only state cutting back on public television.,"education,state-budget"
5,There are countries in Africa where they have higher vaccination rates than here in the United States.,"health-care,public-health"
5,"For decades, the states gas tax has been among the highest in the nation.","taxes,transportation"
5,Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.,"drugs,legal-issues,marijuana,taxes"
5,Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps.,"agriculture,federal-budget,poverty,welfare"
5,"Turkeys today weigh 29.8 pounds. In the 30s, they weighed 13.2 pounds.","agriculture,animals,food-safety,public-health,science"
5,The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take.,immigration
5,"The mega-rich pay about 15 percent in taxes, while the middle class fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.",taxes
5,"Children born today will carry a $30,000 share of the national debt.","bankruptcy,economy,federal-budget,history,job-accomplishments,marriage,message-machine"
5,A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.,"consumer-safety,market-regulation"
5,The Buffett Rule will bring in less than $5 billion per year. ... Enough to pay one weeks interest on the national debt.,"deficit,federal-budget,taxes"
5,"Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math.","city-government,education,poverty"
5,"Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America.","financial-regulation,new-hampshire-2012,occupy-wall-street"
5,We ... sold the state airplanes as I had promised.,state-budget
5,"A lawyer demanded several Houston pastors hand over to the city government many of their private papers, including their sermons.","city-government,legal-issues,religion"
5,Says our deficits are falling at the fastest rate in 60 years.,deficit
5,"Just days ago, Irans Supreme Leader (Ali) Khamenei, who will oversee implementation of this agreement, was calling Israel a rabid dog and accusing the United States of war crimes.","foreign-policy,nuclear"
5,"Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.",legal-issues
5,The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928.,"bush-administration,elections"
5,Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.,"crime,criminal-justice,taxes"
5,Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.,immigration
5,"As Massachusetts governor, Mitt Romney used a line-item veto to cut millions of dollars for firefighting equipment, including firefighters coats, pants, helmets and boots.","candidates-biography,labor,public-safety,state-budget,unions,workers"
5,This guy didn't even support Ronald Reagan.,elections
5,"To get out of the (teachers) union, you pay 85 percent of $731. Then youre out of the union, but youve got to pay it every year, also required by statute. Thats called a representation fee.","education,unions"
5,"The day President Obama took office, gasoline was $1.79 a gallon.","economy,energy,gas-prices"
5,The Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011.,bipartisanship
5,The top25 hedge fund managers (are) making more than all of Americas kindergarten teachers combined.,"education,income,wealth"
5,Texas spends more per day to house an inmate than we do on a student.,"crime,criminal-justice,education,state-budget,state-finances,states"
5,"If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.",guns
5,I don't think that Rudy or Fred or John McCain support the marriage amendment.,"gays-and-lesbians,legal-issues"
5,Wisconsins dead last in Midwest job growth.,"economy,job-accomplishments,jobs,message-machine-2014"
5,The law has not established whether Rhode Island public employees have property rights to their pensions.,"legal-issues,pensions,public-service,state-budget"
5,"During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.","bush-administration,corrections-and-updates,terrorism"
5,"Nearly half of Hispanic voters in Arizona's last election supported four measures that were ""very tough on illegal immigration.",iraq
5,"Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.","economy,jobs,workers"
5,Debt has almost doubled in Austin under Gov. Perry.,economy
5,"For the first time since the Korean War, total federal spending has gone down for two years in a row.",federal-budget
