Labels,Text,Text_Tag
5,Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.,immigration
5,Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.,"education,state-budget,state-finances"
5,More than 72 percent of children in the African-American community are born out of wedlock.,"children,diversity,families,marriage,pundits,sexuality"
5,Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.,elections
5,"This year, the overwhelming majority of new jobs are part time.","economy,jobs,workers"
5,We have the third-lowest minimum wage of developed countries.,"debates,economy,income,jobs,labor,workers"
5,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.","abortion,health-care"
5,Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.,"candidates-biography,supreme-court"
5,"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.",jobs
5,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,"environment,history,jobs"
5,"Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.","diversity,education"
5,"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.",candidates-biography
5,Says Texas ranks first in executions among the states.,"criminal-justice,pundits"
5,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.",taxes
5,"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.",civil-rights
5,"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",economy
5,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.","economy,poverty,workers"
5,"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.",military
5,"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.","candidates-biography,foreign-policy"
5,Our reserves are now in much better shape than they were just a few years ago.,"county-budget,taxes"
5,"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.","elections,public-service"
5,Says Donald Trump supported impeachment of President (George W.) Bush.,"foreign-policy,iraq"
5,"Says that as a gubernatorial candidate, Chris Christie promised no school cuts.",education
5,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.","economy,health-care"
5,GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,public-safety
5,Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,taxes
5,"Medicare spends ""$15-billion a year on subsidies to insurance companies.",health-care
5,Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,"baseball,recreation,sports"
5,"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.",education
5,I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,redistricting
5,Education Week rates Ohio schools in the top five in the nation.,education
5,"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.","agriculture,federal-budget"
5,About 40 percent of Hispanic homeowners have subprime mortgages.,economy
5,I was the first member of Congress to contribute to Donald Trump.,"campaign-finance,candidates-biography,elections"
5,"In Hawaii, ""they don't have a history of throwing incumbents out of office.","elections,abc-news-week"
5,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,military
5,Federal law prohibits the growing of industrial hemp in the United States.,"agriculture,marijuana,small-business"
5,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,jobs
5,"Every poll you see, the overwhelming majority of people want [E-Verify].","immigration,polls,workers"
5,"Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion.",state-budget
5,Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.,"candidates-biography,supreme-court"
5,The federal government can cut all of the non-military discretionary spending and not balance the budget.,"deficit,federal-budget,medicare,military,social-security"
5,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.","county-government,retirement,social-security,workers"
5,"Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.","homeland-security,public-safety"
5,President Barack Obama had the legal authority to strike Syria without a vote from Congress.,"foreign-policy,legal-issues,military"
5,Florida is one of only three states that require licenses for commercial interior designers.,"consumer-safety,government-efficiency"
5,"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",state-budget
5,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",taxes
5,Most private sector jobs in the history of Buffalo exist in Buffalo today,"economy,jobs"
5,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,"children,crime,education,families,guns,history,public-safety"
5,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.","congress,diversity,history,population,women"
5,He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,"bush-administration,civil-rights"
5,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,"economy,government-efficiency,jobs,pundits,workers"
5,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,"taxes,transportation"
5,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",health-care
5,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,"debates,jobs,taxes"
5,"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.","federal-budget,sports"
5,"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.",sports
5,Says Jeb Bush flip-flop-flip(ped) on immigration.,immigration
5,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.","children,consumer-safety"
5,"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.","immigration,pundits"
5,"President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.","climate-change,energy,environment"
5,Photo ID is not required for those who vote by mail.,elections
5,"In Wisconsin, deaths from domestic violence are at the highest in 10 years.","crime,families"
5,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.",crime
5,The proposed transportation bill could be the largest tax increase in Georgia history.,transportation
5,"Actually, Reagan was a Democrat before he was a Republican.",candidates-biography
5,On immigration reform,"immigration,public-safety,voting-record"
5,Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.,"congress,florida,states"
5,I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,candidates-biography
5,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.","candidates-biography,legal-issues"
5,I never called for a partition of Iraq.,"iraq,abc-news-week"
5,Said Republicans made historic gains in state legislatures during last months election,elections
5,The president of the United States ... agrees with me that marriage should be between a man and a woman.,gays-and-lesbians
5,Says PPS employees have paid their own PERS contributions for many years.,"education,pensions,unions,workers"
5,Seventy percent of all uninsured live in households in which at least one person is working.,"families,health-care,workers"
5,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,health-care
5,"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",economy
5,Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,redistricting
5,Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,energy
5,States with the highest gun ownership rates also have the highest suicide rates.,guns
5,I don't do earmarks. I've never done one. I'm not going to do one.,federal-budget
5,The governor having a meeting ... isnt covered by the open meetings act.,transparency
5,Says 94 percent of (Marco Rubios) constituents support a universal background check.,guns
5,Nobody has ever escaped from one of our federal 'supermax' prisons.,terrorism
5,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.","health-care,taxes"
5,Animal abuse is often an indicative trait of future acts of violence against humans.,crime
5,There has not been a Democratic woman in Congress from New Jersey in almost four decades.,"elections,message-machine-2012"
5,The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,immigration
5,"Six of the 10 richest counties in the United States surround Washington, D.C.","income,wealth"
5,"About halfway through fiscal year 2009, Washington has run out of money.",federal-budget
5,The average age of members of the House of Representatives is 57 years old.,congress
5,"Most federal employees do not have collective bargaining for benefits, nor for pay.","labor,state-budget"
5,On offshore oil drilling.,"energy,oil-spill"
5,Rhode Island continues to have the highest rates of substance abuse in the country.,"Alcohol,drugs,marijuana,public-health,states"
5,"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.","medicare,social-security"
5,"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.","foreign-policy,terrorism"
5,The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,health-care
5,"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.",crime
5,Sherrod Brown has voted with Barack Obama 95 percent of the time.,voting-record
5,Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,federal-budget
5,Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,"public-safety,transportation"
5,Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,environment
5,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,immigration
5,"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.","children,education,energy,state-budget"
5,A couple of hundred American cities are infested by members of the Mexican cartels.,"crime,drugs,homeland-security"
5,"Decorated Marine, two-tour Iraq war vet.","candidates-biography,iraq,job-accomplishments,message-machine,military,public-service,veterans"
5,"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.","candidates-biography,city-government,debates,job-accomplishments"
5,"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.","government-efficiency,jobs,state-budget"
5,"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.","crime,technology"
5,"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.","economy,message-machine,stimulus"
5,Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,stimulus
5,"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.","jobs,pundits"
5,"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",women
5,Most state employees did not receive any pay raise from 2009 to 2012.,"economy,state-budget,state-finances,workers"
5,"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award","crime,message-machine"
5,"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",education
5,Were already bombing seven countries.,"afghanistan,foreign-policy,history,iraq,military,terrorism"
5,Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,recreation
5,Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,federal-budget
5,Ive taken on the federal government and won.,candidates-biography
5,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,"civil-rights,gays-and-lesbians,housing,legal-issues,sexuality,workers"
5,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.","job-accomplishments,jobs"
5,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.","education,jobs"
5,"Hillary Clinton ""has the only health care plan that covers every American.",health-care
5,"In 40 years of broadcast, I have never endorsed any candidate.",history
5,Georgia has more illegal aliens than the state of Arizona.,immigration
5,"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.","county-budget,state-budget,taxes"
5,"The omnibus spending bill has 9,427 pork barrel items.",federal-budget
5,Almost 1 million children ... have no health insurance in this state.,health-care
5,"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.","income,occupy-wall-street,workers"
5,Marijuana is less addictive than both alcohol and tobacco.,"drugs,marijuana"
5,California is home to the largest death row populationin the Western Hemisphere.,"death-penalty,elections"
5,"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.","civil-rights,crime,criminal-justice,drugs,marijuana"
5,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,"Alcohol,transportation"
5,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.","afghanistan,foreign-policy,military"
5,"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",iraq
5,Says the state budget includes spending on commercials for Fortune 500 companies.,state-budget
5,"Health insurance premiums ""have almost doubled ... since 2000.",health-care
5,Proposed federal regulations would affect every streetsign in the country,transportation
5,"Scott Maddox is a ""lobbyist.","candidates-biography,elections"
5,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.","economy,stimulus"
5,"The National Science Foundation awarded $700,000 to fund a climate change musical.","climate-change,federal-budget,science"
5,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",ethics
5,Why didnt (uninsured Americans) buy insurance? Because of the expense.,"health-care,poverty"
5,I have disagreed strongly with the Bush administration on this issue of global warming.,environment
5,Says taxes paid by the poorest residents of Texas are above the national average.,"income,taxes"
5,Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,"corrections-and-updates,federal-budget,pundits,wealth"
5,Says Texas is last in workers compensation coverage.,"labor,workers"
5,"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",health-care
5,"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",education
5,One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,"deficit,federal-budget,military"
5,Ive even cut my own salary -- twice.,"government-efficiency,job-accomplishments,message-machine,state-budget"
5,Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,crime
5,We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,"crime,criminal-justice,guns"
5,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.","economy,federal-budget"
5,"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",market-regulation
5,Says he cut taxes by more than $600 million when he wasgovernor.,"job-accomplishments,state-budget,taxes"
5,Says Marco Rubio voted against the bipartisan Violence Against Women Act.,voting-record
5,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,"abortion,message-machine-2012,sexuality,women"
5,"Historically, Senate ratification of arms control treaties has been bipartisan.","foreign-policy,military,abc-news-week"
5,Our rainy day fund has gone from 89 cents to $240 million.,"economy,jobs,state-budget,state-finances"
5,Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,"abortion,congress,women"
5,"Says in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.","corrections-and-updates,voting-record"
5,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.","government-efficiency,transparency"
5,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,"city-government,corrections-and-updates"
5,(My dad) used to campaign against the gas-guzzling dinosaurs.,energy
5,"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",federal-budget
5,We now have the greatest income inequality since the Great Depression.,economy
