Labels,Text,Text_Tag
5,Says David Jolly refused to cut spending for a national greenhouse in D.C.,federal-budget
5,The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.,"economy,wealth"
5,"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,",social-security
5,"Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.","islam,terrorism"
5,More than 64 percent of minimum-wage earners are women.,workers
5,Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.,"afghanistan,iraq,legal-issues,voting-record"
5,Sometimes I was the only no vote on the entire board.,voting-record
5,Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.,iraq
5,We have the highest corporate tax rate in the world. Its 35 percent.,"corporations,jobs,taxes"
5,"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.","federal-budget,foreign-policy,health-care"
5,"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.","crime,criminal-justice"
5,Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.,abortion
5,"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.","crime,criminal-justice,immigration"
5,Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.,"message-machine-2012,campaign-advertising,taxes"
5,"Barack Obama accepted $200,000 from executives and employees of oil companies.",energy
5,The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.,"economy,education,jobs"
5,Fourteen million Americans mortgages are greater than the value of their homes.,"economy,housing"
5,"Weve created more than 850,000 jobs, more than all the other states combined.","economy,message-machine"
5,Anyone can die of a toothache.,"health-care,medicaid"
5,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,"message-machine-2012,taxes"
5,Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,education
5,On oil drilling off Floridas coast,"environment,oil-spill"
5,Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,women
5,"Fleeing Syria, a million children are now refugees.","foreign-policy,military"
5,"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.","federal-budget,military"
5,Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,"candidates-biography,health-care,pundits"
5,"98 percent of American families make under $250,000 a year.",taxes
5,Four (maybe five) Latinos have served on the Austin City Council.,"city-government,history"
5,Democratic candidate Jeff Greene ran for Congress as a California Republican.,"candidates-biography,elections,message-machine"
5,The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,"corrections-and-updates,crime,taxes"
5,Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,"health-care,state-budget"
5,Most Texans aren't millionaires.,"economy,elections"
5,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",deficit
5,Virginia spends less per student today than we did in 2008.,"education,state-budget"
5,"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.","environment,recreation"
5,"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",foreign-policy
5,"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county.","county-budget,job-accomplishments"
5,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.","gays-and-lesbians,legal-issues,religion"
5,In Rhode Island there are 150 different pension plans for public workers.,"economy,public-service,retirement,state-budget,workers"
5,Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,criminal-justice
5,"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?","children,education"
5,"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",foreign-policy
5,I'm proud to have had a 100 percent pro-life voting record.,abortion
5,There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,"economy,energy,trade"
5,To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,"elections,history,legal-issues"
5,"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.",supreme-court
5,"Mathematically, the White Sox can still get in the playoffs.",baseball
5,The first professional baseball team was from an Ohio city.,baseball
5,I'm for a three-state political solution in Iraq. (Romney) is not.,iraq
5,"Says that unlike Texas, Missouri has a perfect AAA credit rating.","economy,state-budget,state-finances,states"
5,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.","state-budget,taxes"
5,"The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.",pensions
5,Rhode Island already gets more revenue per capita from gambling than any other state in the country.,"gambling,state-budget"
5,"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.","public-health,taxes"
5,I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,"cap-and-trade,climate-change"
5,"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.",veterans
5,"Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion in tax relief.","job-accomplishments,taxes"
5,"Since 1961 our private economy has produced 66 million private-sector jobs. So whats the jobs score? Republicans 24 million, Democrats 42 (million).","economy,history,jobs"
5,"The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.","economy,jobs,taxes"
5,"We have 10,000 baby boomers retiring every day.","deficit,economy,social-security"
5,Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,"financial-regulation,government-regulation,taxes"
5,Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.,afghanistan
5,Our economy actually shrank during the last three months of 2012.,"economy,jobs"
5,"If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.",poverty
5,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000","public-health,state-budget"
5,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience.",elections
5,Says he paid one dollar for a sweater at Kohls.,candidates-biography
5,"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",elections
5,Says Donald Trump wants to get rid of the federal minimum wage.,"economy,jobs,labor,poverty,states,workers"
5,"While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a successful terrorist attack during the eight years before President Obamas 2008 election.",terrorism
5,The very first meal on the surface of the moon was the Holy Communion.,"history,pop-culture,religion,space"
5,Says Philando Castile had been stopped by police 40 or 50 times before that fatal incident.,"criminal-justice,diversity"
5,On whether the state should privatize the Ohio Turnpike.,"state-budget,transportation"
5,It cost us more to shut the government down than to keep it open.,"congress,deficit,economy,federal-budget,government-efficiency"
5,Says Charlie Crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.,"climate-change,elections"
5,So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.,abortion
5,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",taxes
5,This kind of snowstorm happens every 10 or 15 years.,weather
5,The Bush tax cuts helped to create a substantial part of the deficit.,"bush-administration,deficit,taxes"
5,"The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.",taxes
5,"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.","energy,housing"
5,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.",health-care
5,"Says Texas has one state inspector for every 4,500 oil and gas wells.","energy,environment"
5,The 2015 Legislature passed the fewest laws in 20 years.,states
5,Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,"economy,taxes"
5,Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,"candidates-biography,county-budget,state-budget"
5,McCain opposes a woman's right to choose.,abortion
5,Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.,"climate-change,environment"
5,Says state lawmakers have voted to spend virtually all of the Rainy Day Fund four times since the funds creation.,"state-budget,state-finances"
5,The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,"corporations,economy,jobs,labor,workers"
5,Says some [states] with the largest reductions in crime have also lowered their prison population.,"crime,criminal-justice,state-budget"
5,Says she was the the only Democrat who voted against the Wall Street bailout.,candidates-biography
5,"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.","criminal-justice,public-safety"
5,Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,"animals,crime"
5,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",taxes
5,"Crimea was part of Russia until 1954, when it was given to the Soviet Republic of the Ukraine.","corrections-and-updates,history,military"
5,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.,crime
5,"There are approximately 20,000 annual gun purchases in Rhode Island.","crime,guns"
5,"Says when he was governor,we expanded participation in Virginia in early childhood programs by nearly 40 percent.","children,education"
5,"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.","candidates-biography,voting-record"
5,"Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone, in just over a year.","Alcohol,candidates-biography"
5,Says President Barack Obama released a statement on the death of brother Robin Williams before ... a statement on brother Michael Brown.,criminal-justice
5,I became a Republican sooner in my life than Ronald Reagan did in his.,history
5,"When a Gallup poll asked about presidential candidate characteristics, When they get to the question on, Would you vote for a socialist, it is even less popular than voting for atheists.","candidates-biography,gays-and-lesbians,history,campaign-advertising,polls,pundits,abc-news-week,women"
5,"Says in Chicago, we take more guns off the streets than New York or L.A.","crime,guns"
5,Newt Gingrich has suggested building a mirror system in space could improve the Earths habitability.,"history,science,space"
5,No member of the American public has ever been killed by commercial nuclear power a record unmatched by other fuels.,"energy,nuclear"
5,The people in Massachusetts like (the state health care plan) by about a 3-1 margin.,"health-care,polls,states"
5,Mitt Romney gave away his fathers inheritance.,"candidates-biography,wealth"
5,"Federal spending is all discretionary, other than interest on the national debt. Social Security is discretionary. We have the discretion to change the law. Same is true with Medicare and Medicaid.","federal-budget,pundits,abc-news-week"
5,"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back.",elections
5,Says Mitt Romney flip-flopped on abortion.,"abortion,message-machine-2012"
5,On recusing herself from cases after receiving a campaign contribution,"campaign-finance,legal-issues"
5,Georgia has the fifth-highest number of uninsured people of any state in the union.,"medicaid,state-budget"
5,"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife.",abortion
5,"Of six Rhode Island tax-credit programs worth about $35 million, three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.","corporations,debt,deficit,economy,small-business,state-budget,state-finances,taxes"
5,More Texans have new jobs today than the entire population of Fort Worth.,"economy,jobs"
5,His biography says he was the top ROTC officer in the nation.,candidates-biography
5,It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so.,"privacy,terrorism"
5,"The United States is ""seeing greater income inequality now than any time since the 1920s.",economy
5,Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,"economy,jobs"
5,Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors,campaign-finance
5,Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.,ethics
5,Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program.,"bipartisanship,health-care,medicaid"
5,"Georgia has ""a dropout rate thats higher"" than Alabama's.","education,message-machine"
5,Says Obama flip-flopped on warrantless wiretapping.,terrorism
5,"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",education
5,Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.,candidates-biography
5,We lost more jobs in this great recession than the last four recessions combined.,"economy,jobs,labor,abc-news-week"
5,Budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs.,"deficit,economy,federal-budget,jobs"
5,"When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.",foreign-policy
5,"Says Russ Feingold said that with Obamacare, we could keep our doctors and our plans, it was rated as the Lie of the Year.","candidates-biography,government-regulation,health-care"
5,Says Fox News gave Republicansenators twice the air time as Democrats during a hearing about theIslamic State.,foreign-policy
5,Speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS.,terrorism
5,The national debt grew an estimated$15 billion last weekend.,"deficit,economy"
5,The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,"education,immigration"
5,Says Donald Trump has supported a Canadian-style universal health care system.,elections
5,"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq.",iraq
5,Most Americans live within 50 miles of a nuclear power plant.,"energy,nuclear,public-safety,pundits"
5,"Senator Obama has, in fact, never had a serious Republican challenger.",elections
5,"Here in Wisconsin, weve put in previous budgets more money into mental health services than any governor has in the last 25 years.","health-care,public-health,state-budget,terrorism"
5,"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.","elections,pundits"
5,Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,"public-safety,state-budget,transportation"
5,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.","county-government,state-budget,unions"
5,"The U.S. has 5 percent of the worlds population, 25 percent of the worlds known prison population.",criminal-justice
5,There have been at least four incidents where bullets from Mexico have crossed the border.,"crime,immigration,public-safety"
5,On oil drilling,"energy,environment"
5,"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.","deficit,education,federal-budget"
5,"The Senate immigration bill is filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.","federal-budget,immigration"
5,"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",elections
5,The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,"foreign-policy,nuclear"
5,"In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.","medicare,message-machine-2012"
5,Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.,environment
5,Social Security ... is solid through about 2040 without any changes whatsoever.,federal-budget
5,Says Texas has the 15th largest economy in the world.,"economy,states"
5,All travelers -- even babies -- arriving in the U.S. by air must have a passport.,homeland-security
5,Says she is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.,campaign-finance
5,"Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].","deficit,economy,federal-budget,taxes"
5,"According to a recent poll, there are more young Republicans enrolled in their parents (health insurance) plans than young Democrats.",health-care
5,"[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.","climate-change,environment,transportation"
5,Michael Thurmond authored major legislation that has provided more than $250 million in tax relief to Georgias senior citizens and working families.,taxes
5,The changes to Georgias tax and fee structure is an overall tax cut.,"state-budget,state-finances,taxes"
5,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,"guns,market-regulation"
5,"From 05 to 09, weve had 1,100 soldiers commit suicide, one every 36 hours.",military
5,"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",abortion
5,Ohio today has the fewest number of state employees since the Reagan administration.,"government-efficiency,job-accomplishments,state-budget"
5,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.","education,states"
5,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosis district office in downtown San Francisco.","economy,federal-budget,message-machine,taxes"
5,African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,crime
5,Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,"city-government,elections,states"
5,Says Delaware County has more waterfront property than any other county in the state of Ohio,"environment,water"
5,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,"education,public-safety"
5,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,campaign-advertising
5,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,"crime,criminal-justice"
5,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,"federal-budget,military"
5,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.","education,immigration,message-machine-2012"
5,Georgia lawmakers fuel up for the session by feasting on wild hogs.,agriculture
5,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,"candidates-biography,ethics"
5,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,florida
5,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,"criminal-justice,state-budget"
5,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,sports
5,Says Mitt Romney flip-flopped on abortion.,"abortion,message-machine-2012"
5,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,"taxes,transportation"
5,You cant build a Christian church in Saudi Arabia.,"islam,religion"
5,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",federal-budget
5,The U.S. military footprint in Africa is nearly nonexistent.,"foreign-policy,military"
5,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.","federal-budget,medicaid,medicare,social-security"
5,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.","income,taxes,wealth"
5,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",disability
5,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.",bush-administration
5,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,"deficit,federal-budget"
5,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",education
5,Several elected state officials have opened their homes to children in need of loving families.,children
5,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.","medicare,social-security"
5,Three courts have found the new health care law constitutional and two have found it unconstitutional.,"health-care,legal-issues"
5,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,transportation
5,"At the moment, energy companies spend 0.25 percent on RD.","corporations,energy,oil-spill,pundits,science,technology"
5,Rick Perry doesnt think there should be a federal minimum wage.,"economy,federal-budget,state-budget"
5,"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.","economy,job-accomplishments,small-business"
5,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,taxes
5,"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.","foreign-policy,homeland-security,military"
5,"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.","jobs,tourism"
5,Florida is 49th in per capita spending on mental health care.,health-care
5,"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",oil-spill
5,"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.","debt,economy,families,financial-regulation,income,poverty,wealth,workers"
5,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",history
5,Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,campaign-finance
5,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.","afghanistan,foreign-policy,military,abc-news-week"
5,SaysDonald Trump called pregnant employees an inconvenience.,economy
5,We have more scientists and engineers per square mile than anywhere in the world.,"economy,jobs,science,workers"
5,The 12 hottest years on record have come in the last 15 years.,environment
5,"Says if elected, he would be the first Mayor who lives east of 82nd.",elections
5,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.",stimulus
5,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,"florida,health-care"
5,"In New Orleans, nearly100 percent of our kids are in charter schools.","education,natural-disasters"
