Labels,Text,Text_Tag
5,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,"debt,federal-budget,taxes,voting-record"
5,"As governor, I've stood up to ... the big oil companies.",energy
5,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,voting-record
5,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,"economy,income,workers"
5,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'",religion
5,Says 51 percent of federal tax filers paid zero federal income tax.,taxes
5,I would be the first Republican senator elected in New Jersey in 41 years.,"congress,elections"
5,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,climate-change
5,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",education
5,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,housing
5,Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,"climate-change,history,science,weather"
5,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,"government-efficiency,history,state-budget,state-finances"
5,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,elections
5,Vietnamese is the third most commonly spoken language in Texas.,"population,states"
5,Our economy still has three people looking for every job (opening).,"economy,jobs,labor"
5,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,"county-budget,county-government,labor,unions"
5,Democrats have lost more than 900 state legislators since Barack Obama has been president.,"candidates-biography,elections"
5,"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.","foreign-policy,military,terrorism"
5,Failure to raise the debt limit does not force a U.S. default on debt payments.,"deficit,economy,federal-budget"
5,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,public-health
5,"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",education
5,Says a highway was closed in El Paso because of bullets flying across the border.,"crime,drugs,homeland-security"
5,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.","diversity,elections,population"
5,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.","government-efficiency,state-finances"
5,Says Oregon is near the top or at the top of the list when it comes to capital gains tax,"state-budget,taxes"
5,The No. 1 issue that the American people care about is getting America back to work.,"economy,health-care"
5,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,economy
5,Says veterans disability claims backlog doubled in Obamas first term.,veterans
5,Some businesses in Oregon are having to shrink back their businesses as a result of the law.,"corrections-and-updates,health-care"
5,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,science
5,Rhode Island has the the second-most heavily deployed National Guard in the United States.,"afghanistan,iraq,military,states"
5,"For the average middle-class family, your taxes today are lower than when I took office.","job-accomplishments,taxes"
5,"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States.","children,human-rights,immigration"
5,"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",energy
5,Says Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.,"congress,congressional-rules,ethics,legal-issues,voting-record"
5,The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',economy
5,"Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.","federal-budget,infrastructure,transportation"
5,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,"federal-budget,foreign-policy"
5,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,elections
5,Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,trade
5,The city of Atlanta has either the highest or second-highest average water bills in the country.,"taxes,water"
5,Speaker Rubio supported gun restrictions that included background checks and waiting periods.,guns
5,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,"economy,job-accomplishments,jobs"
5,Says he was known as Veto Corleone for cutting spending as Florida governor.,state-budget
5,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.,elections
5,On how to respond to Puerto Ricos debt crisis.,"debt,deficit"
5,(John McCain) was even mentioned as a running mate with John Kerry.,elections
5,I've cast a couple of 99-1 votes and been the lone dissenter.,candidates-biography
5,Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,"message-machine-2014,voting-record"
5,The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,education
5,On running for the presidency in 2012,elections
5,Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole.,"crime,criminal-justice,legal-issues,states"
5,The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,drugs
5,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.,abortion
5,Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,transparency
5,History tells us that job growth always lags behind economic growth.,economy
5,We spend three times more on entitlements and debt services than we do on defense.,"federal-budget,social-security"
5,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",congress
5,Says income tax rates under Eisenhower were as high as 90 percent.,taxes
5,"If we had the same staffing ratio (of officers to residents) as Seattle, wed have 300 more officers in our department.",public-safety
5,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana.,marijuana
5,Says that U.S. Rep. Allen West is a constituent of mine.,"elections,redistricting"
5,I earned more votes in the state of Wisconsin than Donald Trump did in New York.,elections
5,Says she condemned violence at a campaign stop in Arizona in March.,elections
5,The highest paid employee of the State of Rhode Island is a basketball coach.,"education,sports,state-budget"
5,On support for gay marriage.,gays-and-lesbians
5,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.","campaign-finance,state-finances,taxes"
5,African-American children are 500 percent more likely to die from asthma than white kids.,"children,diversity,health-care,public-health"
5,The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,"baseball,corporations,economy,state-finances,voting-record"
5,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,taxes
5,"As CEO of WWE, Linda McMahon was caught tipping off a ringside physician about a federal investigation into illegally distributing steroids to wrestlers.","candidates-biography,message-machine"
5,Says hes signed a pledge not to raise taxes four times.,taxes
5,"The national debt increased $16,000 every secondGeorge Allen served in theU.S. Senate.","deficit,federal-budget"
5,"Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.","criminal-justice,state-finances"
5,Guantanamo Bay detainees will get the H1N1 vaccine.,"health-care,pundits,terrorism"
5,Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.,foreign-policy
5,Says that the federal gas tax has not been raised since 1993.,"infrastructure,jobs,taxes,transportation"
5,John McCain said last year he didn't know of a solution to the mortgage crisis.,"economy,housing"
5,"Romney said ""'No' to in-state tuition"" for illegal immigrants.",immigration
5,"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.","abortion,health-care"
5,On torture.,military
5,"At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.","diversity,elections"
5,"Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.","corrections-and-updates,foreign-policy,history,military"
5,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.","candidates-biography,health-care"
5,Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,"after-the-fact,civil-rights,criminal-justice,public-safety,transparency"
5,Says he couldnt keep a 42-inch redfish he caught because of fishing rules.,oil-spill
5,Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,health-care
5,The No. 1 cause of death for African-American males15-34 is murder.,"crime,criminal-justice"
5,"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.","children,economy,education,elections,small-business"
5,The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,elections
5,"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.","elections,pundits"
5,"Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.",candidates-biography
5,"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.","economy,jobs"
5,"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",taxes
5,Georgia spends fewer tourism advertising dollars than any other state in the South.,"state-budget,tourism"
5,Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,"labor,unions"
5,"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.","city-government,infrastructure,transportation"
5,Abraham Lincoln visited and some say even danced in (the Ohio Senate) chamber.,history
5,"When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills.","debates,energy"
5,No other Northeastern state has passed a photo ID law,elections
5,It is legal in Ohio to fire an employee or evict a tenant just for being gay.,"gays-and-lesbians,housing,jobs,workers"
5,Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,"government-regulation,states,transportation"
5,"More than once, Ive actually had a conversation with the protesters on substance.","civil-rights,elections"
5,"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.",voting-record
5,We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.,"history,retirement,social-security,workers"
5,We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.,"congress,elections"
5,You may have driven the length of a football field in the five seconds it takes to check a text.,public-safety
5,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,water
5,Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,education
5,"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts",elections
5,John Paul Stevens is the only Protestant on the U.S. Supreme Court.,"religion,supreme-court,colbert-report"
5,Says Rep. Steve Stockman basically wants gun-filled zones in schools.,"elections,guns"
5,Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,"deficit,federal-budget,military"
5,We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.,energy
5,The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.,military
5,No openly gay man has ever been elected to the Georgia Legislature.,"elections,gays-and-lesbians,states"
5,"Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.",federal-budget
5,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,"climate-change,environment,polls,science"
5,There are at least twice as many licensed firearm dealers in California as there are McDonalds.,guns
5,The Republican leadership's budget proposal doesn't contain any numbers.,federal-budget
5,Says 1 in 7 American families is on food stamps.,"economy,pundits,welfare"
5,Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,elections
5,"As president, Barack Obama has never visited Israel.","israel,message-machine-2012"
5,Cobb is one of the largest school systems (in the nation) that is debt free.,"county-budget,debt,taxes"
5,The Social Security disability fund is going belly up in 2016.,social-security
5,"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.","health-care,veterans"
5,Did you know that the U.S. is one of the very few nations in the world without an official language?,legal-issues
5,The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session.,"economy,taxes"
5,We have more people working in clean and green energy than in oil and gas in this country.,"economy,energy,environment,jobs,labor,technology"
5,The fastest-growing part of the Pentagons budget are health care expenses.,"health-care,military"
5,"Fireworks have never been safer, and their use continues to increase each year.","economy,financial-regulation,patriotism,market-regulation"
5,"More than 27,000 Rhode Island jobs depend on trade with Canada.","economy,energy"
5,Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,state-budget
5,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.",foreign-policy
5,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.,jobs
5,$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,"debt,deficit,federal-budget"
5,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,health-care
5,There are actually only 30 countries that practice birthright citizenship.,immigration
5,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,"income,taxes"
5,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,obama-birth-certificate
5,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",pop-culture
5,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,"census,redistricting"
5,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",guns
5,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,"abortion,congress"
5,You've heard endlessly about waterboarding. It happened to three terrorists.,terrorism
5,"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.","candidates-biography,government-efficiency,government-regulation,history,job-accomplishments,legal-issues,transparency"
5,Crime is down in Arizona.,"crime,immigration,abc-news-week"
5,We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.,"education,state-budget"
5,Preventive care does not save the government money.,"health-care,pundits"
5,"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.",history
5,Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,education
5,I did not support the sequester.,"federal-budget,voting-record"
5,"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.","crime,guns"
5,Says Obama opposes offshore drilling and a gas tax holiday.,energy
5,"Says right now, we have more military spending than the next 10, 11, 12 countries combined.","federal-budget,military"
5,Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,obama-birth-certificate
5,"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.",taxes
5,"Food stamp spending doubled under President Bush, doubled again under President Obama.","children,deficit,families,federal-budget,hunger,poverty,welfare"
5,Says that the new financial services law requires 358 regulatory filings.,"consumer-safety,financial-regulation"
5,Between 1982 and 2007 the cost of a college education increased 439 percent.,education
5,The U.S. loses more on tax breaks than it collects in personal income taxes.,"deficit,federal-budget,taxes"
5,"Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this.","economy,message-machine-2012"
5,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,"elections,poverty,welfare"
5,I was one of about a dozen (senators) who voted against the Bridge to Nowhere.,federal-budget
5,"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",health-care
5,The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years.,"abortion,health-care,state-budget,state-finances,women"
5,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,"education,state-budget"
5,Rhode Islanders pay among the highest auto repair bills in the nation.,"economy,market-regulation,small-business,states"
5,Overdosing is now the number one accidental killer in our Commonwealth.,drugs
5,Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money.,"labor,unions"
5,Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.,transportation
5,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,"county-budget,taxes"
5,Georgia has saved $20 million through changes in criminal sentencing.,"criminal-justice,state-budget"
5,Sherrod Brown has been running for public office since Richard Nixon was president.,elections
5,"Were spending millions for each individual held at Guantanamo Bay, Cuba.","corrections-and-updates,terrorism"
5,Barack Obama won't even use the term 'war on terrorism.',"iraq,military,pundits"
5,I spent only $36.29 on my campaign for governor.,"campaign-finance,elections,jobs"
5,The number of terrorists out there has doubled.,terrorism
5,"Unlike marijuana, medical cannabis oil cannot get you high.","health-care,marijuana,states"
5,Theres no money for Planned Parenthood in the bill that would keep the government open.,"abortion,congress,congressional-rules,federal-budget"
5,We already have $23 billion worth of debt.,state-budget
5,"When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.",consumer-safety
5,Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,"economy,infrastructure,jobs,state-finances"
5,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,"income,taxes"
5,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.,taxes
5,"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.","bipartisanship,congress,history"
5,"Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.",guns
5,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,"job-accomplishments,new-hampshire-2012,transparency"
5,"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",health-care
5,More than half of the births in Texas are paid for by Medicaid.,"children,medicaid"
5,We have had some significant accomplishments on a bipartisan basis.,"bipartisanship,states"
5,Says most of Perrys chiefs of staff have been lobbyists.,ethics
5,Says in Oregon only 41 percent of adults have ever been tested for HIV.,public-health
5,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,lottery
5,Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,"federal-budget,foreign-policy"
5,"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.","abortion,health-care,women"
5,"Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.",taxes
5,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,"federal-budget,financial-regulation,market-regulation"
5,Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,"crime,criminal-justice,guns,public-safety,public-service"
5,Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,"foreign-policy,military,terrorism"
5,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,elections
5,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.","education,environment"
5,"Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.","census,immigration"
5,The only segment in the beer market that is growing is the craft beer segment.,"Alcohol,market-regulation,small-business"
5,Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,"labor,workers"
5,Says the Multnomah County Library system is the second busiest in the nation.,taxes
5,On mandatory ultrasounds before abortions.,abortion
5,"Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.","foreign-policy,job-accomplishments"
